Page path,Date,Session day,Session hour,Browser,Browser version,Device type,Operating system,City,Country,IP address,Postal code,Region,First page in session,Last page in session,Next page viewed,Page URL,Previous page viewed,Traffic category,Traffic source,Traffic source URL,UTM campaign content,UTM campaign ID,UTM campaign keywords,UTM campaign medium,UTM campaign name,UTM campaign source,UTM Wix campaign,UTM Wix source,Site member,Visitor type,Page views,Site sessions,Unique visitors,Avg. sessions by day,Avg. views by day,Avg. visitors by day,Avg. pages per session,Avg. session duration,Avg. time on page,Bounce rate,Exit rate
/post/claude-comes-inside-the-microsoft-365-boundary,3/11/2026,5,9,Chrome,145.0.0.0,Desktop,Windows,Export,United States,73.174.88.103,15632,PA,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,"2m, 15s",,0%,100%
/,2/22/2026,2,13,Edge,145.0.0.0,Desktop,Windows,Chapel Hill,United States,104.15.26.145,27517,NC,false,true,Unknown,https://synozur.com/,/partners,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,Returning,2,1,1,1,2,1,1,"8m, 34s",,0%,100%
/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,3/5/2026,6,3,Edge,145.0.0.0,Desktop,Windows,Mumbai,India,103.66.97.32,400017,MH,true,true,Unknown,https://synozur.com/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,34s,,0%,100%
/workshopoffers/ai-academy-—-immersive-ai-leadership-day,3/25/2026,5,11,Edge,146.0.0.0,Desktop,Windows,Bothell,United States,50.47.248.147,98021,WA,false,false,/workshopoffers/m365-academy-microsoft-365-transformation-day,https://synozur.com/workshopoffers/ai-academy-—-immersive-ai-leadership-day,/workshops/ai-academy-—-immersive-ai-leadership-day,Referral,statics.teams.cdn.office.net,https://statics.teams.cdn.office.net/,_,_,_,_,_,_,_,_,false,Returning,2,1,1,1,2,1,1,"8m, 43s","8m, 1s",0%,0%
/post/gpt-5-2-arrives-in-m365-copilot,1/17/2026,1,9,Chrome,143.0.0.0,Mobile,Android,Surprise,United States,Unknown,85388,AZ,true,false,/insights/categories/conferences,https://synozur.com/post/gpt-5-2-arrives-in-m365-copilot,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,"10m, 46s","10m, 26s",0%,0%
/items/2026-ai-report,2/25/2026,5,21,Edge,144.0.3719.115,Mobile,iOS,Unknown,United States,107.77.205.23,Unknown,WA,true,false,/insights,https://synozur.com/items/2026-ai-report,Unknown,Direct,Direct,https://synozur.com/items/2026-ai-report,_,_,_,_,_,_,_,_,false,Returning,2,1,1,1,2,1,1,"15m, 8s","15m, 8s",0%,0%
/search,3/24/2026,4,8,Edge,146.0.0.0,Desktop,Windows,Bothell,United States,50.47.248.147,98021,WA,false,false,/workshops/company-operating-system-bootcamp-—-two-day-leadership-workshop,https://synozur.com/search?q=bootcamp,/,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,"2m, 55s",16s,0%,0%
/post/claude-comes-inside-the-microsoft-365-boundary,2/17/2026,4,20,Safari,17.4.1,Mobile,iOS,Philadelphia,United States,73.188.249.79,19104,PA,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,"5m, 10s",,0%,100%
/post/11-copilot-tips-to-supercharge-your-productivity,3/10/2026,4,3,DuckDuckGo Mobile,26.3,Mobile,iOS,Lutz,United States,47.204.231.113,33549,FL,true,true,Unknown,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,DuckDuckGo,https://duckduckgo.com/,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,45s,,0%,100%
/,1/17/2026,1,20,Chrome,133.0.0.0,Desktop,Mac OS,Unknown,South Korea,Unknown,Unknown,Unknown,true,true,Unknown,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,16s,,0%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,2/1/2026,2,8,Edge,143.0.0.0,Desktop,Windows,Boston,United States,136.226.72.112,02293,MA,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,"1m, 11s",,0%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,2/23/2026,3,6,Chrome,143.0.0.0,Desktop,Windows,Charlottesville,United States,216.30.186.194,22902,VA,true,false,/about,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,"5m, 58s","5m, 39s",0%,0%
/post/claude-comes-inside-the-microsoft-365-boundary,4/5/2026,2,4,Firefox,148.0,Desktop,Mac OS,Muswell Hill,United Kingdom,82.69.17.76,N10,HRY,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,DuckDuckGo,https://duckduckgo.com/,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,"5m, 36s",,0%,100%
/post/copilot-culture-the-cloud-2025-at-synozur,3/2/2026,3,14,Chrome,145.0.0.0,Desktop,Windows,Minneapolis,United States,68.47.98.42,55413,MN,false,false,/,https://synozur.com/post/copilot-culture-the-cloud-2025-at-synozur,/solutions/ai-strategy-and-design,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,"9m, 13s","1m, 5s",0%,0%
/team,1/26/2026,3,16,Chrome,144.0.0.0,Mobile,Android,Washington,United States,172.58.245.247,20019,DC,true,true,Unknown,https://synozur.com/team,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,2/20/2026,7,19,Safari,26.3,Mobile,iOS,Miami,United States,140.248.44.0,33197,FL,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,2,2,2,2,2,2,1,,,100%,100%
/,3/20/2026,7,12,Chrome,133.0.0.0,Desktop,Mac OS,Unknown,South Korea,61.250.32.20,Unknown,Unknown,true,true,Unknown,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,16s,,0%,100%
/,2/5/2026,6,23,Facebook,545.0.0.43.63,Mobile,Android,Everett,United States,172.56.195.53,02149,MA,true,false,/start,https://synozur.com/?utm_source=google&utm_medium=wix-smart-campaign&utm_campaign=guided-transformations-for-leaders-2026-2-1-4b82ffda&gad_source=5&gad_campaignid=23525288557&gclid=eaiaiqobchmisq2dhfpgkgmvkehhar3p0gufeaayaiaaegiosfd_bwe,Unknown,Google Ads with Wix,syndicatedsearch.goog,https://syndicatedsearch.goog/,_,_,_,wix-smart-campaign,guided-transformations-for-leaders-2026-2-1-4b82ffda,google,_,_,false,New,2,1,1,1,2,1,1,21s,21s,0%,0%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,1/12/2026,3,10,Edge,143.0.0.0,Desktop,Windows,Maple Grove,United States,Unknown,55311,MN,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,55s,,0%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,3/17/2026,4,12,Chrome,146.0.0.0,Desktop,Windows,Denver,United States,130.41.166.87,80252,CO,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,30s,,0%,100%
/profile/chris/profile,1/12/2026,3,10,Edge,143.0.0.0,Desktop,Windows,Atlanta,United States,Unknown,30301,GA,true,false,/post/first-encounters-with-microsofts-copilot-researcher-analyst,https://synozur.com/profile/chris/profile,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,10s,10s,0%,0%
/post/claude-comes-inside-the-microsoft-365-boundary,3/22/2026,2,13,Chrome,146.0.0.0,Desktop,Windows,New York,United States,155.190.19.6,10118,NY,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,Returning,2,1,1,1,2,1,1,44s,,0%,100%
/clients,3/9/2026,3,11,Safari,26.3,Desktop,Mac OS,Norristown,United States,208.252.149.98,19403,PA,true,true,Unknown,https://synozur.com/clients,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,2,1,1,1,2,1,1,"4m, 45s",,0%,100%
/insights,1/19/2026,3,0,Edge,143.0.3650.139,Mobile,iOS,Unknown,United States,107.77.205.232,Unknown,WA,true,false,/,https://synozur.com/insights,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,2,1,1,1,2,1,1,54s,36s,0%,0%
/,1/22/2026,6,13,Edge,144.0.0.0,Desktop,Windows,Los Angeles,United States,72.37.129.44,90060,CA,true,true,Unknown,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,2,2,2,2,2,2,1,,,100%,100%
/items,1/29/2026,6,0,Chrome,139.0.0.0,Desktop,Windows,Unknown,China,120.220.221.97,Unknown,SD,true,true,Unknown,https://synozur.com/items,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform,3/21/2026,1,10,Edge,146.0.0.0,Desktop,Windows,City of London,United Kingdom,128.77.75.74,EC4R,LND,true,true,Unknown,https://synozur.com/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,1/6/2026,4,13,Edge,143.0.0.0,Desktop,Windows,New York,United States,Unknown,10118,NY,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/25-years-of-sharepoint-and-a-new-standard-for-copilot-readiness,4/21/2026,4,11,Safari,26.3,Mobile,iOS,Austin,United States,70.114.251.32,78737,TX,true,true,Unknown,https://synozur.com/post/25-years-of-sharepoint-and-a-new-standard-for-copilot-readiness,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,4/9/2026,6,11,Google App,414.0.890628820,Mobile,iOS,Toronto,Canada,99.238.16.34,M4B,ON,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/team/michelle-caldwell,1/26/2026,3,10,Chrome,144.0.0.0,Desktop,Windows,Alexandria,United States,108.18.25.19,22307,VA,true,false,/partners,https://synozur.com/team/michelle-caldwell,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,19s,13s,0%,0%
/post/11-copilot-tips-to-supercharge-your-productivity,3/26/2026,6,23,Chrome,69.0.3497.100,Desktop,Mac OS,Unknown,Singapore,47.82.227.31,Unknown,Unknown,true,true,Unknown,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,3/8/2026,2,8,Edge,145.0.0.0,Desktop,Windows,Flowery Branch,United States,67.38.165.19,30542,GA,true,false,/solutions/strategic-roadmaps,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,41s,23s,0%,0%
/post/claude-comes-inside-the-microsoft-365-boundary,3/12/2026,6,12,Edge,144.0.3719.115,Mobile,iOS,Miami,United States,185.197.192.224,33197,FL,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,2/16/2026,3,19,Chrome,145.0.0.0,Desktop,Windows,New York,United States,173.68.98.249,10001,NY,false,false,/post/claude-comes-inside-the-microsoft-365-boundary,https://synozur.com/,/post/claude-comes-inside-the-microsoft-365-boundary,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"6m, 53s",11s,0%,0%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,1/11/2026,2,12,Edge,143.0.0.0,Desktop,Windows,New York,United States,Unknown,10019,NY,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,2/25/2026,5,3,Edge,145.0.0.0,Desktop,Windows,Domnești,Romania,188.26.145.242,077090,IF,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Referral,statics.teams.cdn.office.net,https://statics.teams.cdn.office.net/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,1/12/2026,3,1,Chrome,143.0.0.0,Desktop,Windows,New York,United States,Unknown,10118,NY,true,true,Unknown,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/case-studies/management-makeover-at-a-luxury-brand,12/30/2025,4,12,Chrome,139.0.0.0,Desktop,Windows,Ashburn,United States,84.37.205.198,20149,VA,true,true,Unknown,https://synozur.com/case-studies/management-makeover-at-a-luxury-brand?utm_medium=email&_hsenc=p2anqtz--iyrpnmagjukykjunqowhflbe_elubbxr3plqf5brbktsxlczjzjksgvb8ybvnzp2ouyczcmssr1bps5encgdjpagq9w&_hsmi=20422655&utm_content=20422655&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,20422655,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,3/30/2026,3,9,Chrome,139.0.0.0,Desktop,Windows,Los Angeles,United States,82.22.84.235,90060,CA,true,true,Unknown,https://synozur.com/?utm_medium=email&_hsenc=p2anqtz-_a706_x0aevkvyh7gtdonkauimeye-6hottgjh2g_glj-x5mo_d8sra2wfjxysne9hsnlz1n9dgmsnmd-reillgnek9a&_hsmi=26092443&utm_content=26092443&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,26092443,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/welcoming-michelle-boyd-as-executive-director-first-nations-ai-digital-futures-initiative,2/17/2026,4,14,Edge,145.0.0.0,Desktop,Windows,Missouri City,United States,98.197.202.212,77459,TX,true,false,/team/michelle-boyd,https://synozur.com/post/welcoming-michelle-boyd-as-executive-director-first-nations-ai-digital-futures-initiative?utm_medium=email&_hsenc=p2anqtz-9eyvw5gd-gclo33iihpgvp-7gjbigiq2mbymj3zbxl8jletklpz4kqoc3yxc75n_mrlaal3e0dvgvjai6u3k-nsfyuca&_hsmi=23481503&utm_content=23481503&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,23481503,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,"1m, 22s","1m, 13s",0%,0%
/team,1/13/2026,4,11,Chrome,143.0.0.0,Desktop,Mac OS,Reston,United States,Unknown,20190,VA,true,true,Unknown,https://synozur.com/team,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,1/28/2026,5,22,Edge,144.0.0.0,Desktop,Windows,Unknown,Hong Kong,202.75.86.149,Unknown,Unknown,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/content-without-compromise-inside-the-m-files-microsoft-alliance,2/5/2026,6,17,Edge,144.0.0.0,Desktop,Windows,Victoria,Canada,207.6.198.152,V8R,BC,true,true,Unknown,https://synozur.com/post/content-without-compromise-inside-the-m-files-microsoft-alliance,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/case-studies/executive-ai-readiness-at-a-leading-education-technology-company,3/27/2026,7,16,Chrome,146.0.0.0,Desktop,Windows,West Orange,United States,96.225.67.37,07052,NJ,true,true,Unknown,https://synozur.com/case-studies/executive-ai-readiness-at-a-leading-education-technology-company,Unknown,Organic social,Linkedin,https://linkedin.com/,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,2/2/2026,3,6,Chrome,139.0.0.0,Desktop,Windows,Los Angeles,United States,82.21.100.108,90060,CA,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary?utm_medium=email&_hsenc=p2anqtz-_eplkzi49ocwsporxwzgrklhjn2rqproyj1aqg0pk_cgmu0wzbmna_ds9d4aot4clrx1sdhhiynizcvzugs-rhrskadw&_hsmi=22476756&utm_content=22476756&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,22476756,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,1/23/2026,7,12,Edge,145.0.0.0,Desktop,Windows,Kirkland,United States,24.16.26.78,98034,WA,true,true,Unknown,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/gpt-5-2-arrives-in-m365-copilot,2/17/2026,4,13,Chrome,139.0.0.0,Desktop,Windows,Los Angeles,United States,82.24.62.80,90060,CA,true,true,Unknown,https://synozur.com/post/gpt-5-2-arrives-in-m365-copilot?utm_medium=email&_hsenc=p2anqtz-8tz3urwtzo92cujoa8lrnzn3zo_cvju4hwsblz4enyq1crdauvqsbusb9sikkdjcpsi2fyyyjg1rtbiau7pxezulfz-a&_hsmi=23481503&utm_content=23481503&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,23481503,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/about,2/19/2026,6,12,Chrome,145.0.0.0,Desktop,Windows,Minneapolis,United States,50.173.195.65,55432,MN,false,false,/team,https://synozur.com/about,/,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,11s,2s,0%,0%
/event-list,3/19/2026,6,18,Edge,145.0.0.0,Desktop,Windows,Portage,United States,216.82.20.221,49024,MI,false,true,Unknown,https://synozur.com/event-list,/team/eric-riz,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,50s,,0%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,1/7/2026,5,17,Chrome,143.0.0.0,Desktop,Windows,Adelaide,Australia,Unknown,5070,SA,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/case-studies/ai-and-knowledge-transformation-at-a-strategic-communications-firm,3/24/2026,4,9,Chrome,146.0.0.0,Desktop,Windows,Reston,United States,136.226.107.93,20190,VA,true,true,Unknown,https://synozur.com/case-studies/ai-and-knowledge-transformation-at-a-strategic-communications-firm,Unknown,Organic social,Linkedin,https://linkedin.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/about,1/8/2026,6,9,Chrome,143.0.0.0,Desktop,Windows,Lynnwood,United States,Unknown,98087,WA,false,false,/team,https://synozur.com/about,/,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,50s,21s,0%,0%
/post/gpt-5-2-arrives-in-m365-copilot,2/27/2026,7,10,Safari,26.4,Mobile,iOS,Laredo,United States,72.179.99.60,78041,TX,true,true,Unknown,https://synozur.com/post/gpt-5-2-arrives-in-m365-copilot,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,3/2/2026,3,19,Edge,145.0.0.0,Desktop,Windows,Brisbane,Australia,14.200.187.114,4065,QLD,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,1/26/2026,3,4,Chrome,144.0.0.0,Desktop,Linux,Oberstdorf,Germany,24.134.227.129,87561,BY,false,true,Unknown,https://synozur.com/,/solutions/company-os,Organic search,DuckDuckGo,https://duckduckgo.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"6m, 14s",,0%,100%
/post/11-copilot-tips-to-supercharge-your-productivity,3/14/2026,1,16,Safari,26.3,Mobile,iOS,La Grange,United States,24.181.73.193,30240,GA,true,true,Unknown,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,DuckDuckGo,https://duckduckgo.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,1/19/2026,3,10,Chrome,143.0.0.0,Desktop,Windows,Yonkers,United States,24.38.109.5,10703,NY,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,1/14/2026,5,5,Chrome,143.0.0.0,Desktop,Windows,Forest Hill,United Kingdom,93.96.179.50,SE23,LEW,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,2/25/2026,5,8,Chrome,145.0.0.0,Desktop,Windows,Unknown,United States,165.225.32.101,Unknown,TX,true,true,Unknown,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,3/9/2026,3,7,Edge,145.0.0.0,Desktop,Windows,Liverpool,United Kingdom,77.99.85.115,L15,LIV,true,true,Unknown,https://synozur.com/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/solutions/design-strategies,4/13/2026,3,7,360 Secure Browser,Unknown,Desktop,Windows,Unknown,Singapore,47.246.171.168,Unknown,Unknown,true,true,Unknown,https://synozur.com/solutions/design-strategies,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/team/rob-asen,1/9/2026,7,15,DuckDuckGo Mobile,26.1,Mobile,iOS,New York,United States,Unknown,10022,NY,true,true,Unknown,https://synozur.com/team/rob-asen,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,1/23/2026,7,0,Google App,404.0.856692123,Mobile,iOS,Boston,United States,174.226.91.163,02124,MA,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
